date,category,operated_by,payment_mode,payment_location,volume,value,unit,note
19-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
19-11-2023,Payment Transactions,NPCI Operated,CTS,,,,"value in INR Crores, volume in Lakhs",
19-11-2023,Cash Withdrawal,NPCI Operated,AePS,,31.6,753.11,"value in INR Crores, volume in Lakhs",
19-11-2023,Cash Withdrawal,NPCI Operated,NFS,,90.0,3288.43,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,26.1156,864.893015,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,27.74393,1263.9854321,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,26.91326,624.9133143,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.8440300000000001,14.1094183,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.06163,45.4731081,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,AePS,,0.7,17.83,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,BBPS,,32.15,495.6,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,11.13965,222.49626750000004,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,IMPS,,119.33,9067.77,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,3.85,387.3,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,NETC,,116.66,182.97,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,UPI,,3548.45,38799.93,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,RBI Operated,NEFT,,107.92509,14213.86993624,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,RBI Operated,RTGS,,0.80742,7481.576818538,"value in INR Crores, volume in Lakhs",
19-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
19-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
19-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,3.11,231.17,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,32.07068,799.9921374,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,AePS,,0.91,25.549999999999997,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.06846,54.889202100000006,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.97333,18.5330045,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,11.667489999999999,299.1439298,"value in INR Crores, volume in Lakhs",
18-11-2023,Cash Withdrawal,NPCI Operated,AePS,,48.25,1225.43,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,28.570140000000002,2153.1326198,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,30.85199,1104.8162632,"value in INR Crores, volume in Lakhs",
18-11-2023,Cash Withdrawal,NPCI Operated,NFS,,105.19,4300.58,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,CTS,,18.12,18847.76,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,BBPS,,41.11,878.98,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,RBI Operated,NEFT,,171.52306,73261.071443524,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,IMPS,,142.23,15195.44,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,29.77,2667.61,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,NETC,,118.66,182.12,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,NPCI Operated,UPI,,3633.96,52174.65,"value in INR Crores, volume in Lakhs",
18-11-2023,Payment Transactions,RBI Operated,RTGS,,6.91688,162498.509657126,"value in INR Crores, volume in Lakhs",
18-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
18-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.00128,8409.08,"value in INR Crores, volume in Lakhs",
18-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0,0.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
18-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,101.32,3512.21,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,35.22885,882.1581342,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,AePS,,0.77,21.849999999999998,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.1540800000000002,60.7445186,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.87961,17.0993067,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,14.871899999999998,391.5040552,"value in INR Crores, volume in Lakhs",
17-11-2023,Cash Withdrawal,NPCI Operated,AePS,,50.6,1275.63,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,36.49619,2570.8719216,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.59044,1218.1484203,"value in INR Crores, volume in Lakhs",
17-11-2023,Cash Withdrawal,NPCI Operated,NFS,,100.33,4108.48,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,CTS,,18.39,20233.48,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,BBPS,,43.06,964.03,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,RBI Operated,NEFT,,201.08652,119536.630093353,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,IMPS,,145.33,15590.77,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,RBI Operated,RTGS,,8.10602,568731.2129189239,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,138.45,6076.2300000000005,"value in INR Crores, volume in Lakhs",
17-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06093,688244.872,"value in INR Crores, volume in Lakhs",
17-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.101545,310441.30000000005,"value in INR Crores, volume in Lakhs",
17-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00562,24654.09,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
17-11-2023,Payment Transactions,NPCI Operated,UPI,,3538.43,52204.33,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,NETC,,107.58,170.2,"value in INR Crores, volume in Lakhs",
17-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,17.16,2092.08,"value in INR Crores, volume in Lakhs",
16-11-2023,Cash Withdrawal,NPCI Operated,AePS,,57.65,1425.06,"value in INR Crores, volume in Lakhs",
16-11-2023,Cash Withdrawal,NPCI Operated,NFS,,104.76,4311.12,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.6298,1206.7121947,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,38.729209999999995,2934.1743595999997,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,36.10745,895.5098687,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,15.50767,389.34386,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.86505,16.1881654,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.1577600000000001,57.201109,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,AePS,,0.9,24.9,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,BBPS,,46.69,1062.99,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,CTS,,19.29,21369.9,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,IMPS,,146.04,15934.32,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,16.23,2208.47,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,NETC,,109.37,164.95,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,NPCI Operated,UPI,,3610.35,55363.84,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,RBI Operated,NEFT,,202.8105,110876.99491199099,"value in INR Crores, volume in Lakhs",
16-11-2023,Payment Transactions,RBI Operated,RTGS,,8.17325,528489.631070079,"value in INR Crores, volume in Lakhs",
16-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.063015,238626.69,"value in INR Crores, volume in Lakhs",
16-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06827,676004.4439999999,"value in INR Crores, volume in Lakhs",
16-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00264,15544.13,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
16-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,163.42000000000002,7454.6,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,41.112629999999996,1063.5436511,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,AePS,,0.74,21.57,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.02007,44.989394999999995,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.87401,16.758681799999998,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,17.483870000000003,442.9718597,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,CTS,,17.9,17567.58,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,39.51715,2499.6176035,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,39.801790000000004,1504.4429016,"value in INR Crores, volume in Lakhs",
15-11-2023,Cash Withdrawal,NPCI Operated,NFS,,110.07,4425.24,"value in INR Crores, volume in Lakhs",
15-11-2023,Cash Withdrawal,NPCI Operated,AePS,,45.56,1145.72,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,BBPS,,44.31,955.86,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,RBI Operated,NEFT,,171.02485,93376.60541992901,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,IMPS,,138.0,14570.13,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,RBI Operated,RTGS,,6.50087,568871.311564081,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,956.12,21511.390000000003,"value in INR Crores, volume in Lakhs",
15-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.04868,652931.22,"value in INR Crores, volume in Lakhs",
15-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.131765,396719.23000000004,"value in INR Crores, volume in Lakhs",
15-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00503,19275.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
15-11-2023,Payment Transactions,NPCI Operated,UPI,,3550.35,52638.59,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,NETC,,106.11,153.47,"value in INR Crores, volume in Lakhs",
15-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,109.91,10119.32,"value in INR Crores, volume in Lakhs",
14-11-2023,Cash Withdrawal,NPCI Operated,AePS,,38.02,998.02,"value in INR Crores, volume in Lakhs",
14-11-2023,Cash Withdrawal,NPCI Operated,NFS,,104.3,4306.36,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,27.214669999999998,1056.4445957,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,27.16616,1724.9874157,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,30.23671,784.9326821999999,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,11.40713,302.754534,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.8712799999999999,15.8320243,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.10805,55.3924579,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,AePS,,0.67,19.950000000000003,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,BBPS,,44.06,931.6,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,CTS,,12.13,12475.76,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,IMPS,,135.8,13393.31,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,11.47,1356.44,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,NETC,,95.93,135.21,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,NPCI Operated,UPI,,3513.04,51371.31,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,RBI Operated,NEFT,,169.26574,63193.98357479201,"value in INR Crores, volume in Lakhs",
14-11-2023,Payment Transactions,RBI Operated,RTGS,,5.2839,120692.67905321102,"value in INR Crores, volume in Lakhs",
14-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
14-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
14-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
14-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,125.12,3674.67,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,21.425980000000003,517.9859057,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,AePS,,0.61,18.099999999999998,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.90527,32.3053812,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.06209,19.2627607,"value in INR Crores, volume in Lakhs",
13-11-2023,Cash Withdrawal,NPCI Operated,AePS,,32.83,891.56,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,52.96737,1582.1358512000002,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,52.379059999999996,3037.3102823,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,57.2161,2384.3236871,"value in INR Crores, volume in Lakhs",
13-11-2023,Cash Withdrawal,NPCI Operated,NFS,,95.39,3883.95,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,BBPS,,40.97,820.84,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,CTS,,19.82,19544.93,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,IMPS,,140.83,12927.6,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,RBI Operated,RTGS,,5.11595,548249.2337191,"value in INR Crores, volume in Lakhs",
13-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00164,7370.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
13-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.05315,646874.1170000001,"value in INR Crores, volume in Lakhs",
13-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.07429,322607.83999999997,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,418.87,9974.89,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,RBI Operated,NEFT,,178.30131,91425.318635869,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,UPI,,3417.7,47916.85,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,NETC,,82.83,117.23,"value in INR Crores, volume in Lakhs",
13-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,21.93,2446.07,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,CTS,,,,"value in INR Crores, volume in Lakhs",
12-11-2023,Cash Withdrawal,NPCI Operated,NFS,,116.82,4673.47,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,26.29727,1006.9817598000001,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,24.500030000000002,1111.8505839000002,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,28.928520000000002,734.8853329000001,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,9.65184,205.57137469999998,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.8784100000000001,14.9940387,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.74794,25.130604299999998,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,AePS,,0.83,23.580000000000002,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,BBPS,,24.77,395.37,"value in INR Crores, volume in Lakhs",
12-11-2023,Cash Withdrawal,NPCI Operated,AePS,,37.86,983.13,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,IMPS,,153.86,10426.65,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,2.95,247.64,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,NETC,,69.1,118.07,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,NPCI Operated,UPI,,3935.73,44733.39,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,RBI Operated,NEFT,,112.3592,15239.856961016001,"value in INR Crores, volume in Lakhs",
12-11-2023,Payment Transactions,RBI Operated,RTGS,,0.70866,7359.551193475,"value in INR Crores, volume in Lakhs",
12-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
12-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
12-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
12-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,10.2,836.16,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,45.04706,1362.5715919999998,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,AePS,,0.96,33.82,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.89494,35.5103982,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,10.741309999999999,286.95159889999996,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,CTS,,,,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,27.31738,1684.8342299,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,40.739940000000004,1738.2176798000003,"value in INR Crores, volume in Lakhs",
11-11-2023,Cash Withdrawal,NPCI Operated,NFS,,156.9,7276.07,"value in INR Crores, volume in Lakhs",
11-11-2023,Cash Withdrawal,NPCI Operated,AePS,,54.06,1514.69,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,BBPS,,39.39,837.75,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.3273199999999998,25.1684378,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,IMPS,,190.87,19159.1,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,RBI Operated,NEFT,,136.76232,32831.979887902,"value in INR Crores, volume in Lakhs",
11-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
11-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,RBI Operated,RTGS,,2.40327,28212.307740319,"value in INR Crores, volume in Lakhs",
11-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
11-11-2023,Payment Transactions,NPCI Operated,UPI,,4390.4,69374.71,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,93.78,3233.58,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,NETC,,112.13,178.59,"value in INR Crores, volume in Lakhs",
11-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,13.77,1246.52,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,BBPS,,44.85,1135.07,"value in INR Crores, volume in Lakhs",
10-11-2023,Cash Withdrawal,NPCI Operated,AePS,,47.9,1364.11,"value in INR Crores, volume in Lakhs",
10-11-2023,Cash Withdrawal,NPCI Operated,NFS,,153.17,7228.72,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,43.53457,2397.1796864999997,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,42.094899999999996,3179.9896041,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,48.48246,1769.6874625,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,16.78908,488.78177200000005,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.17222,25.8985226,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.15032,51.601624699999995,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,AePS,,0.84,28.86,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,CTS,,26.06,26476.77,"value in INR Crores, volume in Lakhs",
10-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00338,16047.26,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
10-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,319.27,10009.09,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,145.59,19178.9,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,NETC,,114.87,190.3,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,UPI,,4289.39,75086.84,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,RBI Operated,NEFT,,358.80489,178989.270135153,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,RBI Operated,RTGS,,11.05479,757196.204127046,"value in INR Crores, volume in Lakhs",
10-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.072275,297066.63,"value in INR Crores, volume in Lakhs",
10-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06086,640725.505889,"value in INR Crores, volume in Lakhs",
10-11-2023,Payment Transactions,NPCI Operated,IMPS,,192.05,22983.84,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,43.89298,1216.3281166,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,AePS,,0.64,22.56,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.27126,65.7276104,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.0124,20.9107803,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,16.72801,486.4920021,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,CTS,,26.2,28162.36,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,41.60806,3639.2105871999997,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,37.90386,1768.1881403,"value in INR Crores, volume in Lakhs",
09-11-2023,Cash Withdrawal,NPCI Operated,NFS,,134.69,6335.58,"value in INR Crores, volume in Lakhs",
09-11-2023,Cash Withdrawal,NPCI Operated,AePS,,39.5,1139.09,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,BBPS,,46.4,1057.29,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,IMPS,,182.45,22847.15,"value in INR Crores, volume in Lakhs",
