date,category,operated_by,payment_mode,payment_location,volume,value,unit,note
05-08-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,26.9486,983.1255669,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,33.51538,2311.9504407,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,55.71659,1097.8708422,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,33.21734,672.0174157,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.5644400000000003,77.53496410000001,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,4.91344,176.3338894,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,AePS,,0.6900000000000001,19.240000000000002,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,BBPS,,28.83,560.19,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,IMPS,,158.41,16110.99,"value in INR Crores, volume in Lakhs",
05-08-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00649,41905.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
05-08-2022,Payment Transactions,NPCI Operated,NACH Debit,,153.31,14871.73,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,NETC,,84.33,139.22,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,UPI,,2048.27,35859.8,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,RBI Operated,NEFT,,176.83979,110839.77831511699,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,RBI Operated,RTGS,,7.23768,538079.409717647,"value in INR Crores, volume in Lakhs",
05-08-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.10106,271411.29,"value in INR Crores, volume in Lakhs",
05-08-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.07172,668323.325,"value in INR Crores, volume in Lakhs",
05-08-2022,Payment Transactions,NPCI Operated,NACH Credit,,124.5,3140.3900000000003,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,30.70371,638.4589607,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,AePS,,0.61,18.36,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,4.2911,152.39878149999998,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.50365,74.6123579,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,CTS,,23.27,23148.97,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,55.78903,1149.3585398,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,31.569570000000002,2109.4553152999997,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,27.89237,1028.5917390999998,"value in INR Crores, volume in Lakhs",
04-08-2022,Cash Withdrawal,NPCI Operated,NFS,,112.49,4801.23,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,BBPS,,29.23,526.34,"value in INR Crores, volume in Lakhs",
04-08-2022,Cash Withdrawal,NPCI Operated,AePS,,27.49,754.16,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,IMPS,,162.43,17231.52,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,RBI Operated,RTGS,,7.23371,423603.11686815403,"value in INR Crores, volume in Lakhs",
04-08-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00608,40200.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
04-08-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.05751,649648.405,"value in INR Crores, volume in Lakhs",
04-08-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.105635,287699.11000000004,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,NACH Credit,,176.97,4002.83,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,RBI Operated,NEFT,,154.73257,108259.603079577,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,UPI,,2168.76,40079.82,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,NETC,,85.14,140.11,"value in INR Crores, volume in Lakhs",
04-08-2022,Payment Transactions,NPCI Operated,NACH Debit,,26.29,3820.41,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,CTS,,22.74,23483.77,"value in INR Crores, volume in Lakhs",
03-08-2022,Cash Withdrawal,NPCI Operated,NFS,,116.29,5019.41,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,27.90875,1012.0756233,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,32.29605,2148.5687961,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,58.17595,1220.0850755,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,32.135960000000004,660.7001266999999,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.45073,73.31859109999999,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,5.10731,167.1336744,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,AePS,,0.42000000000000004,13.260000000000002,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,BBPS,,29.01,491.72,"value in INR Crores, volume in Lakhs",
03-08-2022,Cash Withdrawal,NPCI Operated,AePS,,26.18,727.12,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,IMPS,,149.97,16649.28,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,RBI Operated,RTGS,,7.21302,450401.374707172,"value in INR Crores, volume in Lakhs",
03-08-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00462,27290.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
03-08-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.0788,666358.0190182,"value in INR Crores, volume in Lakhs",
03-08-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.09383,264539.92,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,NACH Credit,,127.02000000000001,4303.15,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,RBI Operated,NEFT,,156.84064,98578.13244525,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,UPI,,2115.76,38693.87,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,NETC,,86.02,140.58,"value in INR Crores, volume in Lakhs",
03-08-2022,Payment Transactions,NPCI Operated,NACH Debit,,50.04,3439.78,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,CTS,,23.5,24647.3,"value in INR Crores, volume in Lakhs",
02-08-2022,Cash Withdrawal,NPCI Operated,NFS,,118.36,5237.7,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,27.13205,971.7371359,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,30.44435,2088.7554966,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,56.85724,1111.1063791,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,31.669420000000002,656.0707803,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.2310000000000003,66.88057509999999,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,3.6728599999999996,146.2832498,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,AePS,,0.32,10.879999999999999,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,BBPS,,29.44,515.67,"value in INR Crores, volume in Lakhs",
02-08-2022,Cash Withdrawal,NPCI Operated,AePS,,25.51,713.57,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,IMPS,,167.16,17965.86,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,NACH Credit,,141.78,5908.960000000001,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,NETC,,79.46,131.86,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,NPCI Operated,UPI,,2231.53,42085.99,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,RBI Operated,NEFT,,161.69229,106501.610176735,"value in INR Crores, volume in Lakhs",
02-08-2022,Payment Transactions,RBI Operated,RTGS,,7.43612,491258.503812287,"value in INR Crores, volume in Lakhs",
02-08-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.108805,319878.68000000005,"value in INR Crores, volume in Lakhs",
02-08-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.07307,652864.267,"value in INR Crores, volume in Lakhs",
02-08-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00489,31375.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
02-08-2022,Payment Transactions,NPCI Operated,NACH Debit,,131.4,7256.32,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,46.27102,947.2853922,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,AePS,,0.33,11.24,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,4.44771,142.59171759999998,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.34524,65.5095689,"value in INR Crores, volume in Lakhs",
01-08-2022,Cash Withdrawal,NPCI Operated,AePS,,23.24,651.23,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,83.48004,1713.2049125,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,45.64987,2924.2349667,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,46.94214,1596.4612392,"value in INR Crores, volume in Lakhs",
01-08-2022,Cash Withdrawal,NPCI Operated,NFS,,121.94,5427.8,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,BBPS,,27.13,474.46,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,CTS,,23.37,23864.21,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,IMPS,,176.56,20191.65,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,RBI Operated,RTGS,,8.20099,596699.989288859,"value in INR Crores, volume in Lakhs",
01-08-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00484,29850.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
01-08-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.07368,697124.8859999999,"value in INR Crores, volume in Lakhs",
01-08-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.11035,315098.37,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,NACH Credit,,75.73,4373.02,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,RBI Operated,NEFT,,270.49902,143815.192793239,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,UPI,,2171.27,43568.17,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,NETC,,80.39,131.23,"value in INR Crores, volume in Lakhs",
01-08-2022,Payment Transactions,NPCI Operated,NACH Debit,,25.71,3184.42,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,BBPS,,21.54,334.27,"value in INR Crores, volume in Lakhs",
31-07-2022,Cash Withdrawal,NPCI Operated,AePS,,24.25,618.08,"value in INR Crores, volume in Lakhs",
31-07-2022,Cash Withdrawal,NPCI Operated,NFS,,107.69,4154.45,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,39.99434,1220.5487578,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,33.92857,1700.9236131999999,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,62.90905,1318.0282628999998,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,30.86798,580.5430311,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,3.36798,61.2342508,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,6.02726,103.13971430000001,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,AePS,,0.78,20.67,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,CTS,,,,"value in INR Crores, volume in Lakhs",
31-07-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
31-07-2022,Payment Transactions,NPCI Operated,NACH Credit,,9.780000000000001,566.5,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,NACH Debit,,3.33,522.04,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,NETC,,91.25,142.98,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,UPI,,2078.18,30551.59,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,RBI Operated,NEFT,,52.4952,11930.342905476,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,RBI Operated,RTGS,,0.71354,6879.748745113,"value in INR Crores, volume in Lakhs",
31-07-2022,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
31-07-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
31-07-2022,Payment Transactions,NPCI Operated,IMPS,,139.72,11447.06,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,47.04901,926.8302593,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,AePS,,0.79,22.74,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.86361,51.9391254,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.84323,32.4414334,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,19.071259999999995,406.9375823,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,CTS,,19.72,20608.29,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,16.488950000000003,1058.5708729,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,22.04889,713.6820431,"value in INR Crores, volume in Lakhs",
30-07-2022,Cash Withdrawal,NPCI Operated,NFS,,113.67,4789.94,"value in INR Crores, volume in Lakhs",
30-07-2022,Cash Withdrawal,NPCI Operated,AePS,,30.06,825.94,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,BBPS,,26.16,514.19,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,IMPS,,155.74,16630.56,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,NACH Debit,,10.06,1610.53,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,NETC,,91.61,144.64,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,NPCI Operated,UPI,,2132.19,38375.84,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,RBI Operated,NEFT,,153.62387,98199.51839918,"value in INR Crores, volume in Lakhs",
30-07-2022,Payment Transactions,RBI Operated,RTGS,,7.07141,249020.792395627,"value in INR Crores, volume in Lakhs",
30-07-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
30-07-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.00168,22601.55,"value in INR Crores, volume in Lakhs",
30-07-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0,0.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
30-07-2022,Payment Transactions,NPCI Operated,NACH Credit,,80.19,7167.2699999999995,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,CTS,,20.51,20931.09,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,32.586690000000004,627.4254431,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,AePS,,0.8,22.67,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,4.25741,94.58762810000002,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,2.0600099999999997,35.7053706,"value in INR Crores, volume in Lakhs",
29-07-2022,Cash Withdrawal,NPCI Operated,AePS,,31.76,858.48,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,56.29739,1103.306449,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,33.85141,2464.8444606,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,31.252910000000004,1028.0993917,"value in INR Crores, volume in Lakhs",
29-07-2022,Cash Withdrawal,NPCI Operated,NFS,,99.39,3963.5,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,BBPS,,25.1,492.85,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,NACH Debit,,7.64,1483.76,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,IMPS,,149.97,16579.15,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,NACH Credit,,153.49,7897.79,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,NETC,,85.8,140.5,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,NPCI Operated,UPI,,2039.83,35222.25,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,RBI Operated,NEFT,,207.26057,166964.321170223,"value in INR Crores, volume in Lakhs",
29-07-2022,Payment Transactions,RBI Operated,RTGS,,8.31934,765215.001908048,"value in INR Crores, volume in Lakhs",
29-07-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.166485,1300958.5,"value in INR Crores, volume in Lakhs",
29-07-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06831,707056.791,"value in INR Crores, volume in Lakhs",
29-07-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00685,32855.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
28-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,24.18335,459.2605926,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,AePS,,0.8,22.73,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,2.35371,60.21001230000001,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.17756,20.474491399999998,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,CTS,,22.05,22199.33,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,44.2121,827.366055,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,22.01971,1350.9071988,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,20.613390000000003,693.3330163,"value in INR Crores, volume in Lakhs",
28-07-2022,Cash Withdrawal,NPCI Operated,NFS,,94.78,3587.49,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,BBPS,,24.71,482.42,"value in INR Crores, volume in Lakhs",
28-07-2022,Cash Withdrawal,NPCI Operated,AePS,,33.45,884.02,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,IMPS,,149.18,14954.31,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,RBI Operated,RTGS,,7.66124,578054.9737818011,"value in INR Crores, volume in Lakhs",
28-07-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00613,30430.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
28-07-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06279,643782.3829999999,"value in INR Crores, volume in Lakhs",
28-07-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.08569,254809.33000000002,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,NACH Credit,,86.32,4823.36,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,RBI Operated,NEFT,,136.03519,117209.78779684199,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,UPI,,1971.07,31311.84,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,NETC,,84.03,137.54,"value in INR Crores, volume in Lakhs",
28-07-2022,Payment Transactions,NPCI Operated,NACH Debit,,57.04,2847.95,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,CTS,,23.5,23515.56,"value in INR Crores, volume in Lakhs",
27-07-2022,Cash Withdrawal,NPCI Operated,AePS,,34.47,902.4,"value in INR Crores, volume in Lakhs",
27-07-2022,Cash Withdrawal,NPCI Operated,NFS,,98.09,3748.99,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,28.269660000000002,926.6631588,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,29.97009,1797.9493397,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,52.1761,1006.4249568,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,30.05134,570.0086853,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.8330899999999999,30.978461,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,3.56408,89.76134429999999,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,AePS,,0.76,21.98,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,BBPS,,25.96,515.0,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,IMPS,,149.64,14806.55,"value in INR Crores, volume in Lakhs",
27-07-2022,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0041,20255.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
27-07-2022,Payment Transactions,NPCI Operated,NACH Debit,,14.84,1802.95,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,NETC,,83.23,134.4,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,UPI,,2030.82,32141.8,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,RBI Operated,NEFT,,122.80132,99416.84350940799,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,RBI Operated,RTGS,,7.75623,472882.417323345,"value in INR Crores, volume in Lakhs",
27-07-2022,Settlement Systems,CCIL Operated,Forex Clearing,,0.07684,217692.68,"value in INR Crores, volume in Lakhs",
27-07-2022,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.05922,643308.814,"value in INR Crores, volume in Lakhs",
27-07-2022,Payment Transactions,NPCI Operated,NACH Credit,,94.09,3928.0299999999997,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,27.92188,555.1368442,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,NPCI Operated,AePS,,0.68,20.34,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,3.4421299999999997,92.317147,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.77159,29.041383600000003,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,NPCI Operated,CTS,,26.74,27418.79,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Debit Card,At PoS,50.903209999999994,975.9642944,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,31.393249999999995,1963.8296856000002,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,Card Network Operated,Credit Card,At PoS,27.691519999999997,923.3202056999999,"value in INR Crores, volume in Lakhs",
26-07-2022,Cash Withdrawal,NPCI Operated,NFS,,94.17,3572.39,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,NPCI Operated,BBPS,,25.9,518.58,"value in INR Crores, volume in Lakhs",
26-07-2022,Cash Withdrawal,NPCI Operated,AePS,,32.42,839.77,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,NPCI Operated,IMPS,,139.16,14071.31,"value in INR Crores, volume in Lakhs",
26-07-2022,Payment Transactions,RBI Operated,RTGS,,7.87019,477986.08083390305,"value in INR Crores, volume in Lakhs",
