year,month,country,category,value_rupee,value_usd,currency,unit,note
2019,November,Hong Kong,Export,532652.38,745.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Hong Kong,Import,1009945.01,1413.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Hong Kong,Trade Balance,-477292.63,-667.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Indonesia,Export,250469.75,350.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Indonesia,Import,975224.69,1364.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Indonesia,Trade Balance,-724754.94,-1014.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Iraq,Export,114319.07,159.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Iraq,Import,1465148.93,2050.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Iraq,Trade Balance,-1350829.86,-1890.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Italy,Export,262902.49,367.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Italy,Import,251901.9,352.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Italy,Trade Balance,11000.59,15.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Japan,Export,251780.33,352.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Japan,Import,707838.08,990.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Japan,Trade Balance,-456057.75,-638.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Kuwait,Export,78595.34,109.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Kuwait,Import,394435.24,552.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Kuwait,Trade Balance,-315839.9,-442.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Malaysia,Export,487555.92,682.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Malaysia,Import,519559.81,727.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Malaysia,Trade Balance,-32003.89,-44.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nepal,Export,415424.0,581.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nepal,Import,45279.92,63.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nepal,Trade Balance,370144.08,517.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Netherlands,Export,331616.94,463.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Netherlands,Import,176044.41,246.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Netherlands,Trade Balance,155572.53,217.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nigeria,Export,201120.41,281.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nigeria,Import,784896.64,1098.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Nigeria,Trade Balance,-583776.23,-817.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,North Korea,Export,259076.99,362.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,North Korea,Import,853406.79,1194.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,North Korea,Trade Balance,-594329.8,-831.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Qatar,Export,64226.54,89.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Qatar,Import,475127.91,664.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Qatar,Trade Balance,-410901.37,-575.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Russia,Export,291535.23,407.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Russia,Import,343136.72,480.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Russia,Trade Balance,-51601.49,-72.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Saudi Arabia,Export,381294.42,533.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Saudi Arabia,Import,1880026.05,2631.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Saudi Arabia,Trade Balance,-1498731.63,-2097.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Singapore,Export,351330.38,491.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Singapore,Import,710436.66,994.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Singapore,Trade Balance,-359106.28,-502.56,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,South Africa,Export,218934.83,306.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,South Africa,Import,427598.52,598.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,South Africa,Trade Balance,-208663.69,-292.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Sri Lanka,Export,257775.83,360.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Sri Lanka,Import,78179.91,109.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Sri Lanka,Trade Balance,179595.92,251.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Switzerland,Export,56472.56,78.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Switzerland,Import,1037244.85,1451.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Switzerland,Trade Balance,-980772.29,-1372.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Taiwan,Export,140428.47,196.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Taiwan,Import,193808.3,271.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Taiwan,Trade Balance,-53379.83,-74.68,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Thailand,Export,233254.14,326.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Thailand,Import,349832.41,489.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Thailand,Trade Balance,-116578.27,-163.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Turkey,Export,293261.3,410.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Turkey,Import,104666.73,146.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Turkey,Trade Balance,188594.57,263.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,UAE,Export,1707478.72,2389.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,UAE,Import,1947604.23,2725.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,UAE,Trade Balance,-240125.51,-336.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,United Kingdom,Export,445210.62,622.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,United Kingdom,Import,322562.43,451.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,United Kingdom,Trade Balance,122648.19,171.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,USA,Export,3040982.66,4255.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,USA,Import,1987735.46,2781.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,USA,Trade Balance,1053247.2,1474.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Vietnam,Export,379197.19,530.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Vietnam,Import,344273.45,481.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,November,Vietnam,Trade Balance,34923.74,48.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Australia,Export,161209.25,226.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Australia,Import,497181.89,699.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Australia,Trade Balance,-335972.64,-473.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Bangladesh,Export,505483.22,711.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Bangladesh,Import,83902.1,118.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Bangladesh,Trade Balance,421581.12,593.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Belgium,Export,376022.64,529.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Belgium,Import,512105.47,720.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Belgium,Trade Balance,-136082.83,-191.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Brazil,Export,233861.01,329.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Brazil,Import,164877.87,232.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Brazil,Trade Balance,68983.14,97.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,China,Export,1037214.97,1459.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,China,Import,3911609.84,5505.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,China,Trade Balance,-2874394.87,-4046.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,France,Export,315109.58,443.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,France,Import,539787.43,759.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,France,Trade Balance,-224677.85,-316.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Germany,Export,477325.98,671.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Germany,Import,771353.84,1085.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Germany,Trade Balance,-294027.86,-413.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Hong Kong,Export,721648.33,1015.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Hong Kong,Import,934416.26,1315.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Hong Kong,Trade Balance,-212767.93,-299.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Indonesia,Export,225331.39,317.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Indonesia,Import,870178.38,1224.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Indonesia,Trade Balance,-644846.99,-907.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Iraq,Export,98250.07,138.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Iraq,Import,1231098.95,1732.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Iraq,Trade Balance,-1132848.88,-1594.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Italy,Export,296357.61,417.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Italy,Import,227929.93,320.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Italy,Trade Balance,68427.68,96.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Japan,Export,288940.26,406.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Japan,Import,802388.36,1129.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Japan,Trade Balance,-513448.1,-722.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Kuwait,Export,81211.2,114.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Kuwait,Import,1003478.45,1412.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Kuwait,Trade Balance,-922267.25,-1298.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Malaysia,Export,380987.9,536.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Malaysia,Import,527757.29,742.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Malaysia,Trade Balance,-146769.39,-206.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nepal,Export,349391.27,491.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nepal,Import,55796.37,78.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nepal,Trade Balance,293594.9,413.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Netherlands,Export,470093.64,661.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Netherlands,Import,207556.15,292.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Netherlands,Trade Balance,262537.49,369.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nigeria,Export,266533.76,375.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nigeria,Import,506420.84,712.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Nigeria,Trade Balance,-239887.08,-337.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,North Korea,Export,313307.55,440.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,North Korea,Import,911651.28,1283.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,North Korea,Trade Balance,-598343.73,-842.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Qatar,Export,64878.13,91.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Qatar,Import,654811.66,921.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Qatar,Trade Balance,-589933.53,-830.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Russia,Export,205711.13,289.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Russia,Import,345375.57,486.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Russia,Trade Balance,-139664.44,-196.68,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Saudi Arabia,Export,404768.85,569.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Saudi Arabia,Import,1398924.02,1969.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Saudi Arabia,Trade Balance,-994155.17,-1399.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Singapore,Export,334836.63,471.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Singapore,Import,811515.76,1142.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Singapore,Trade Balance,-476679.13,-670.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,South Africa,Export,293045.92,412.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,South Africa,Import,369665.4,520.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,South Africa,Trade Balance,-76619.48,-107.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Sri Lanka,Export,219684.52,309.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Sri Lanka,Import,48937.88,68.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Sri Lanka,Trade Balance,170746.64,240.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Switzerland,Export,65128.74,91.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Switzerland,Import,873341.27,1229.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Switzerland,Trade Balance,-808212.53,-1137.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Taiwan,Export,87841.75,123.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Taiwan,Import,240435.69,338.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Taiwan,Trade Balance,-152593.94,-214.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Thailand,Export,316984.48,446.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Thailand,Import,355689.17,500.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Thailand,Trade Balance,-38704.69,-54.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Turkey,Export,352415.56,496.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Turkey,Import,70752.17,99.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Turkey,Trade Balance,281663.39,396.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,UAE,Export,1688681.46,2376.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,UAE,Import,1671633.07,2353.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,UAE,Trade Balance,17048.39,23.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,United Kingdom,Export,484113.36,681.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,United Kingdom,Import,346984.05,488.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,United Kingdom,Trade Balance,137129.31,193.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,USA,Export,3286294.49,4625.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,USA,Import,1970583.32,2773.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,USA,Trade Balance,1315711.17,1852.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Vietnam,Export,359418.88,505.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Vietnam,Import,426697.41,600.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,October,Vietnam,Trade Balance,-67278.53,-94.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Australia,Export,168820.85,236.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Australia,Import,569875.56,798.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Australia,Trade Balance,-401054.71,-562.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Bangladesh,Export,518275.33,726.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Bangladesh,Import,82626.33,115.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Bangladesh,Trade Balance,435649.0,610.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Belgium,Export,396665.18,555.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Belgium,Import,528495.44,740.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Belgium,Trade Balance,-131830.26,-184.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Brazil,Export,256250.55,359.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Brazil,Import,128421.02,180.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Brazil,Trade Balance,127829.53,179.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,China,Export,974716.26,1366.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,China,Import,4594943.11,6441.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,China,Trade Balance,-3620226.85,-5074.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,France,Export,263246.53,368.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,France,Import,303025.42,424.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,France,Trade Balance,-39778.89,-55.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Germany,Export,480482.5,673.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Germany,Import,757646.63,1061.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Germany,Trade Balance,-277164.13,-388.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Hong Kong,Export,1015968.62,1424.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Hong Kong,Import,1324418.98,1856.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Hong Kong,Trade Balance,-308450.36,-432.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Indonesia,Export,182217.78,255.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Indonesia,Import,687781.34,964.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Indonesia,Trade Balance,-505563.56,-708.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Iraq,Export,144300.01,202.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Iraq,Import,1121758.92,1572.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Iraq,Trade Balance,-977458.91,-1370.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Italy,Export,297221.75,416.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Italy,Import,264391.7,370.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Italy,Trade Balance,32830.05,46.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Japan,Export,269828.52,378.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Japan,Import,688613.72,965.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Japan,Trade Balance,-418785.2,-586.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Kuwait,Export,70519.82,98.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Kuwait,Import,523331.25,733.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Kuwait,Trade Balance,-452811.43,-634.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Malaysia,Export,323564.6,453.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Malaysia,Import,615735.35,863.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Malaysia,Trade Balance,-292170.75,-409.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nepal,Export,433446.78,607.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nepal,Import,38425.89,53.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nepal,Trade Balance,395020.89,553.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Netherlands,Export,452415.39,634.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Netherlands,Import,204077.78,285.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Netherlands,Trade Balance,248337.61,348.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nigeria,Export,256828.45,359.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nigeria,Import,696841.63,976.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,Nigeria,Trade Balance,-440013.18,-616.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,North Korea,Export,268081.27,375.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019,September,North Korea,Import,888081.94,1244.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
