year,month,country,category,value_rupee,value_usd,currency,unit,note
2013,October,Taiwan,Import,205908.15,334.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Taiwan,Trade Balance,-147532.46,-239.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Thailand,Export,215863.34,350.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Thailand,Import,354252.41,574.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Thailand,Trade Balance,-138389.07,-224.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Turkey,Export,184172.18,298.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Turkey,Import,27750.58,44.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Turkey,Trade Balance,156421.6,253.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,UAE,Export,1778341.87,2886.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,UAE,Import,1073260.86,1741.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,UAE,Trade Balance,705081.01,1144.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,United Kingdom,Export,476328.23,772.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,United Kingdom,Import,282771.74,458.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,United Kingdom,Trade Balance,193556.49,314.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,USA,Export,2075395.5,3368.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,USA,Import,1166270.82,1892.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,USA,Trade Balance,909124.68,1475.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Vietnam,Export,344352.29,558.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Vietnam,Import,165367.89,268.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,October,Vietnam,Trade Balance,178984.4,290.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Australia,Export,123043.07,192.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Australia,Import,464176.64,728.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Australia,Trade Balance,-341133.57,-535.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Bangladesh,Export,318195.47,499.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Bangladesh,Import,25219.37,39.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Bangladesh,Trade Balance,292976.1,459.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Belgium,Export,400913.84,628.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Belgium,Import,565497.33,886.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Belgium,Trade Balance,-164583.49,-258.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Brazil,Export,352275.59,552.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Brazil,Import,106037.31,166.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Brazil,Trade Balance,246238.28,386.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,China,Export,873903.54,1370.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,China,Import,2740220.81,4298.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,China,Trade Balance,-1866317.27,-2927.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,France,Export,384752.79,603.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,France,Import,185288.08,290.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,France,Trade Balance,199464.71,312.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Germany,Export,380187.23,596.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Germany,Import,615458.68,965.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Germany,Trade Balance,-235271.45,-368.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Hong Kong,Export,900389.3,1412.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Hong Kong,Import,554695.82,869.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Hong Kong,Trade Balance,345693.48,542.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Indonesia,Export,282303.35,442.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Indonesia,Import,599865.25,940.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Indonesia,Trade Balance,-317561.9,-498.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Iraq,Export,47451.72,74.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Iraq,Import,841335.18,1319.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Iraq,Trade Balance,-793883.46,-1245.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Italy,Export,221457.37,347.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Italy,Import,213306.33,334.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Italy,Trade Balance,8151.04,12.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Japan,Export,368622.99,578.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Japan,Import,449144.36,704.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Japan,Trade Balance,-80521.37,-126.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Kuwait,Export,49068.63,76.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Kuwait,Import,1048451.9,1644.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Kuwait,Trade Balance,-999383.27,-1567.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Malaysia,Export,249831.89,391.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Malaysia,Import,487903.35,765.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Malaysia,Trade Balance,-238071.46,-373.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nepal,Export,197639.08,309.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nepal,Import,28036.64,43.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nepal,Trade Balance,169602.44,265.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Netherlands,Export,657124.6,1030.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Netherlands,Import,83173.03,130.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Netherlands,Trade Balance,573951.57,900.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nigeria,Export,140101.42,219.68,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nigeria,Import,496504.03,778.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Nigeria,Trade Balance,-356402.61,-559.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,North Korea,Export,257939.03,404.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,North Korea,Import,623537.75,978.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,North Korea,Trade Balance,-365598.72,-573.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Qatar,Export,29914.27,46.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Qatar,Import,747829.37,1173.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Qatar,Trade Balance,-717915.1,-1126.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Russia,Export,113284.18,177.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Russia,Import,197630.96,309.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Russia,Trade Balance,-84346.78,-132.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Saudi Arabia,Export,702941.76,1102.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Saudi Arabia,Import,1884685.18,2956.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Saudi Arabia,Trade Balance,-1181743.42,-1853.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Singapore,Export,509579.25,799.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Singapore,Import,447891.56,702.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Singapore,Trade Balance,61687.69,96.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,South Africa,Export,223621.78,350.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,South Africa,Import,184223.35,288.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,South Africa,Trade Balance,39398.43,61.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Sri Lanka,Export,213596.48,334.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Sri Lanka,Import,41963.83,65.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Sri Lanka,Trade Balance,171632.65,269.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Switzerland,Export,47146.81,73.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Switzerland,Import,418180.85,655.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Switzerland,Trade Balance,-371034.04,-581.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Taiwan,Export,78739.46,123.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Taiwan,Import,231805.81,363.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Taiwan,Trade Balance,-153066.35,-240.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Thailand,Export,196049.03,307.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Thailand,Import,316041.8,495.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Thailand,Trade Balance,-119992.77,-188.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Turkey,Export,256726.4,402.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Turkey,Import,22504.09,35.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Turkey,Trade Balance,234222.31,367.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,UAE,Export,1629119.67,2555.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,UAE,Import,1433042.83,2247.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,UAE,Trade Balance,196076.84,307.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,United Kingdom,Export,478286.26,750.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,United Kingdom,Import,267757.11,419.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,United Kingdom,Trade Balance,210529.15,330.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,USA,Export,2104961.92,3301.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,USA,Import,1058378.55,1659.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,USA,Trade Balance,1046583.37,1641.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Vietnam,Export,338984.58,531.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Vietnam,Import,154480.64,242.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,September,Vietnam,Trade Balance,184503.94,289.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Australia,Export,127552.29,201.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Australia,Import,376974.56,596.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Australia,Trade Balance,-249422.27,-394.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Bangladesh,Export,295975.63,468.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Bangladesh,Import,18848.35,29.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Bangladesh,Trade Balance,277127.28,438.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Belgium,Export,278625.05,440.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Belgium,Import,270652.85,428.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Belgium,Trade Balance,7972.2,12.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Brazil,Export,224146.8,354.56,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Brazil,Import,111882.14,176.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Brazil,Trade Balance,112264.66,177.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,China,Export,674148.57,1066.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,China,Import,3132396.93,4955.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,China,Trade Balance,-2458248.36,-3888.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,France,Export,224532.91,355.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,France,Import,252201.97,398.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,France,Trade Balance,-27669.06,-43.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Germany,Export,395468.03,625.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Germany,Import,689608.59,1090.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Germany,Trade Balance,-294140.56,-465.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Hong Kong,Export,741033.44,1172.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Hong Kong,Import,300786.77,475.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Hong Kong,Trade Balance,440246.67,696.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Indonesia,Export,249680.76,394.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Indonesia,Import,731829.71,1157.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Indonesia,Trade Balance,-482148.95,-762.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Iraq,Export,42842.81,67.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Iraq,Import,1198845.17,1896.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Iraq,Trade Balance,-1156002.36,-1828.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Italy,Export,288460.0,456.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Italy,Import,218258.53,345.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Italy,Trade Balance,70201.47,111.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Japan,Export,407572.08,644.68,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Japan,Import,547833.88,866.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Japan,Trade Balance,-140261.8,-221.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Kuwait,Export,51426.13,81.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Kuwait,Import,929002.03,1469.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Kuwait,Trade Balance,-877575.9,-1388.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Malaysia,Export,240276.0,379.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Malaysia,Import,529682.04,837.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Malaysia,Trade Balance,-289406.04,-457.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nepal,Export,165035.77,260.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nepal,Import,14914.91,23.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nepal,Trade Balance,150120.86,237.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Netherlands,Export,553457.09,875.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Netherlands,Import,213032.1,337.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Netherlands,Trade Balance,340424.99,538.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nigeria,Export,137878.4,218.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nigeria,Import,904435.62,1430.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Nigeria,Trade Balance,-766557.22,-1212.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,North Korea,Export,208639.74,329.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,North Korea,Import,638442.81,1009.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,North Korea,Trade Balance,-429803.07,-680.0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Qatar,Export,30266.29,47.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Qatar,Import,824726.47,1304.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Qatar,Trade Balance,-794460.18,-1256.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Russia,Export,114500.93,181.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Russia,Import,159773.0,252.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Russia,Trade Balance,-45272.07,-71.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Saudi Arabia,Export,807481.62,1277.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Saudi Arabia,Import,2185726.88,3457.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Saudi Arabia,Trade Balance,-1378245.26,-2180.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Singapore,Export,917864.55,1452.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Singapore,Import,357688.58,565.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Singapore,Trade Balance,560175.97,886.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,South Africa,Export,334175.54,528.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,South Africa,Import,238044.65,376.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,South Africa,Trade Balance,96130.89,151.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Sri Lanka,Export,296268.19,468.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Sri Lanka,Import,41457.83,65.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Sri Lanka,Trade Balance,254810.36,402.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Switzerland,Export,115404.52,182.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Switzerland,Import,285857.05,452.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Switzerland,Trade Balance,-170452.53,-269.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Taiwan,Export,157799.69,249.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Taiwan,Import,203361.46,321.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Taiwan,Trade Balance,-45561.77,-72.0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Thailand,Export,201914.34,319.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Thailand,Import,334125.38,528.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Thailand,Trade Balance,-132211.04,-209.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Turkey,Export,174343.89,275.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Turkey,Import,30487.33,48.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Turkey,Trade Balance,143856.56,227.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,UAE,Export,1582494.01,2503.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,UAE,Import,1510417.84,2389.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,UAE,Trade Balance,72076.17,113.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,United Kingdom,Export,502963.34,795.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,United Kingdom,Import,264180.75,417.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,United Kingdom,Trade Balance,238782.59,377.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,USA,Export,2162387.27,3420.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,USA,Import,1229263.17,1944.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,USA,Trade Balance,933124.1,1476.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Vietnam,Export,238594.43,377.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Vietnam,Import,161285.78,255.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,August,Vietnam,Trade Balance,77308.65,122.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Australia,Export,118528.31,198.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Australia,Import,471513.82,788.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Australia,Trade Balance,-352985.51,-590.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Bangladesh,Export,288101.45,481.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Bangladesh,Import,27254.45,45.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Bangladesh,Trade Balance,260847.0,436.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Belgium,Export,238987.45,399.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Belgium,Import,648374.38,1084.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Belgium,Trade Balance,-409386.93,-684.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Brazil,Export,143790.23,240.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Brazil,Import,151460.92,253.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2013,July,Brazil,Trade Balance,-7670.69,-12.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
