year,host,worldcup_name,match_type,match_period,match_date,venue,venue_city,first_batting_team,second_batting_team,first_batting_team_score,second_batting_team_score,match_winner,winning_margin,winning_margin_type,winning_condition,season_winner
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,Final,Day Night,02-Apr-11,Wankhede,Mumbai,Sri Lanka,India,274 for 6,277 for 4,India,6,Wickets,With 10 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,19-Feb-11,Mirpur,Mirpur,India,Bangladesh,370 for 4,283 for 9,India,87,Runs,,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,22-Feb-11,Nagpur,Nagpur,Netherlands,England,292 for 6,296 for 4,England,6,Wickets,With 8 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,12-Mar-11,Nagpur,Nagpur,India,South Africa,296,300 for 7,South Africa,3,Wickets,With 2 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,18-Mar-11,Eden Gardens,Kolkata,Netherlands,Ireland,306,307 for 4,Ireland,6,Wickets,With 14 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,02-Mar-11,Bengaluru,Bengaluru,England,Ireland,327 for 8,329 for 7,Ireland,3,Wickets,With 5 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,27-Feb-11,Bengaluru,Bengaluru,India,England,338,338 for 8,Match tied,,Match tied,,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,04-Mar-11,Mirpur,Mirpur,Bangladesh,West Indies,58,59 for 1,West Indies,9,Wickets,With 226 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,20-Feb-11,Chennai,Chennai,Kenya,New Zealand,69,72 for 0,New Zealand,10,Wickets,With 252 balls remaining,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,19-Mar-11,Mirpur,Mirpur,South Africa,Bangladesh,284 for 8,78,South Africa,206,Runs,,India
2010/11,Bangladesh/India/Sri Lanka,ICC Cricket World Cup,League,Day,05-Mar-11,Colombo (RPS),Colombo,Sri Lanka,Australia,146 for 3,,No result,,No result,,India
2006/07,West Indies,ICC Cricket World Cup,League,Day,31-Mar-07,Super Eights,Kolkata,Bangladesh,Australia,104 for 6,106 for 0,Australia,10,Wickets,With 49 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,21-Mar-07,Port of Spain,Spain,Sri Lanka,Bangladesh,318 for 4,112,Sri Lanka,198,Runs,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,18-Mar-07,Basseterre,Basseterre,Australia,Netherlands,358 for 5,129,Australia,229,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,14-Mar-07,Basseterre,Basseterre,Australia,Scotland,334 for 6,131,Australia,203,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,19-Apr-07,Super Eights,Kolkata,West Indies,Bangladesh,230 for 5,131,West Indies,99,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,16-Mar-07,Basseterre,Basseterre,South Africa,Netherlands,353 for 3,132 for 9,South Africa,221,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,20-Apr-07,Super Eights,Kolkata,Australia,New Zealand,348 for 6,133,Australia,215,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,17-Mar-07,Kingston,Kingston,Pakistan,Ireland,132,133 for 7,Ireland,3,Wickets,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,09-Apr-07,Super Eights,Kolkata,New Zealand,Ireland,263 for 8,134,New Zealand,129,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,22-Mar-07,Basseterre,Basseterre,Scotland,Netherlands,136,140 for 2,Netherlands,8,Wickets,With 157 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,11-Apr-07,Super Eights,Kolkata,Bangladesh,England,143,147 for 6,England,4,Wickets,With 31 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,Semi-final,Day,25-Apr-07,Gros Islet,Kolkata,South Africa,Australia,149,153 for 3,Australia,7,Wickets,With 111 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,19-Mar-07,Port of Spain,Spain,India,Bermuda,413 for 5,156,India,257,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,17-Apr-07,Super Eights,Kolkata,England,South Africa,154,157 for 1,South Africa,9,Wickets,With 184 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,03-Apr-07,Super Eights,Kolkata,Ireland,South Africa,152 for 8,165 for 3,South Africa,7,Wickets,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,15-Apr-07,Super Eights,Kolkata,Ireland,Bangladesh,243 for 7,169,Ireland,74,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,02-Apr-07,Super Eights,Kolkata,Bangladesh,New Zealand,174,178 for 1,New Zealand,9,Wickets,With 124 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,24-Mar-07,Gros Islet,Kolkata,Kenya,England,177,178 for 3,England,7,Wickets,With 60 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,29-Mar-07,Super Eights,Kolkata,West Indies,New Zealand,177,179 for 3,New Zealand,7,Wickets,With 64 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,20-Mar-07,Gros Islet,Kolkata,New Zealand,Kenya,331 for 7,183,New Zealand,148,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,07-Apr-07,Super Eights,Kolkata,Bangladesh,South Africa,251 for 8,184,Bangladesh,67,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,23-Mar-07,Port of Spain,Spain,Sri Lanka,India,254 for 6,185,Sri Lanka,69,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,13-Mar-07,Kingston,Kingston,West Indies,Pakistan,241 for 9,187,West Indies,54,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,20-Mar-07,Basseterre,Basseterre,Scotland,South Africa,186 for 8,188 for 3,South Africa,7,Wickets,With 160 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,01-Apr-07,Super Eights,Kolkata,Sri Lanka,West Indies,303 for 5,190,Sri Lanka,113,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,23-Mar-07,Kingston,Kingston,Ireland,West Indies,183 for 8,190 for 2,West Indies,8,Wickets,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,17-Mar-07,Port of Spain,Spain,India,Bangladesh,191,192 for 5,Bangladesh,5,Wickets,With 9 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,14-Apr-07,Super Eights,Kolkata,South Africa,New Zealand,193 for 7,196 for 5,New Zealand,5,Wickets,With 10 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,14-Mar-07,Gros Islet,Kolkata,Canada,Kenya,199,203 for 3,Kenya,7,Wickets,With 40 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,19-Mar-07,Kingston,Kingston,Zimbabwe,West Indies,202 for 5,204 for 4,West Indies,6,Wickets,With 13 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,Semi-final,Day,24-Apr-07,Kingston,Kingston,Sri Lanka,New Zealand,289 for 5,208,Sri Lanka,81,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,16-Mar-07,Gros Islet,Kolkata,England,New Zealand,209 for 7,210 for 4,New Zealand,6,Wickets,With 54 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,28-Mar-07,Super Eights,Kolkata,Sri Lanka,South Africa,209,212 for 9,South Africa,1,Wickets,With 10 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,Final,Day,28-Apr-07,Bridgetown,Bridgetown,Australia,Sri Lanka,281 for 4,215 for 8,Australia,53,Runs,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,30-Mar-07,Super Eights,Kolkata,England,Ireland,266 for 7,218,England,48,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,"March 27 - 28, 2007",Super Eights,Kolkata,Australia,West Indies,322 for 6,219,Australia,103,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,15-Mar-07,Kingston,Kingston,Ireland,Zimbabwe,221 for 9,221,Match tied,,Match tied,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,12-Apr-07,Super Eights,Kolkata,New Zealand,Sri Lanka,219 for 7,222 for 4,Sri Lanka,6,Wickets,With 29 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,18-Mar-07,Gros Islet,Kolkata,England,Canada,279 for 6,228 for 7,England,51,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,16-Apr-07,Super Eights,Kolkata,Sri Lanka,Australia,226,232 for 3,Australia,7,Wickets,With 44 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,04-Apr-07,Super Eights,Kolkata,Sri Lanka,England,235,233 for 8,Sri Lanka,2,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,08-Apr-07,Super Eights,Kolkata,England,Australia,247,248 for 3,Australia,7,Wickets,With 16 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,22-Mar-07,Gros Islet,Kolkata,New Zealand,Canada,363 for 5,249,New Zealand,114,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,10-Apr-07,Super Eights,Kolkata,South Africa,West Indies,356 for 4,289 for 9,South Africa,67,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,24-Mar-07,Basseterre,Basseterre,Australia,South Africa,377 for 6,294,Australia,83,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,21-Apr-07,Super Eights,Kolkata,West Indies,England,300,301 for 9,England,1,Wickets,With 1 ball remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,15-Mar-07,Port of Spain,Spain,Sri Lanka,Bermuda,321 for 6,78,Sri Lanka,243,Runs,,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,18-Apr-07,Super Eights,Kolkata,Ireland,Sri Lanka,77,81 for 2,Sri Lanka,8,Wickets,With 240 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,13-Apr-07,Super Eights,Kolkata,Ireland,Australia,91,92 for 1,Australia,9,Wickets,With 226 balls remaining,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,25-Mar-07,Port of Spain,Spain,Bermuda,Bangladesh,94 for 9,96 for 3,Bangladesh,7,Wickets,D/L method,Australia
2006/07,West Indies,ICC Cricket World Cup,League,Day,21-Mar-07,Kingston,Kingston,Pakistan,Zimbabwe,349,99,Pakistan,93,Runs,D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,04-Mar-03,Kimberley,Kimberley,West Indies,Kenya,246 for 7,104,West Indies,142,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,10-Feb-03,Harare,Harare,Zimbabwe,Namibia,340 for 2,104 for 5,Zimbabwe,86,Runs,D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,10-Mar-03,Johannesburg,Johannesburg,India,Sri Lanka,292 for 6,109,India,183,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,22-Feb-03,Bloemfontein,Bloemfontein,Bangladesh,South Africa,108,109 for 0,South Africa,10,Wickets,With 228 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,11-Mar-03,Gqeberha,Gqeberha,Australia,New Zealand,208 for 9,112,Australia,96,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,11-Feb-03,Durban,Durban,Canada,Bangladesh,180,120,Canada,60,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,20-Feb-03,Potchefstroom,Potchefstroom,Australia,Netherlands,170 for 2,122,Australia,75,Runs,D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Semi-final,Day,18-Mar-03,Gqeberha,Gqeberha,Australia,Sri Lanka,212 for 7,123 for 7,Australia,48,Runs,D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,14-Feb-03,Pietermaritzburg,Pietermaritzburg,Bangladesh,Sri Lanka,124,126 for 0,Sri Lanka,10,Wickets,With 173 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,15-Feb-03,Centurion,Centurion,India,Australia,125,128 for 1,Australia,9,Wickets,With 166 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,23-Feb-03,Pietermaritzburg,Pietermaritzburg,India,Namibia,311 for 2,130,India,181,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,22-Feb-03,Cape Town,Kolkata,England,Pakistan,246 for 8,134,England,112,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,12-Mar-03,Bloemfontein,Bloemfontein,Zimbabwe,Kenya,133,135 for 3,Kenya,7,Wickets,With 144 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,12-Feb-03,Paarl,Paarl,India,Netherlands,204,136,India,68,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,27-Feb-03,East London,Kolkata,South Africa,Canada,254 for 8,136 for 5,South Africa,118,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,12-Feb-03,Potchefstroom,Potchefstroom,Kenya,South Africa,140,142 for 0,South Africa,10,Wickets,With 172 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,16-Feb-03,East London,Kolkata,Netherlands,England,142 for 9,144 for 4,England,6,Wickets,With 160 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,14-Mar-03,Centurion,Centurion,New Zealand,India,146,150 for 3,India,7,Wickets,With 56 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,25-Feb-03,Paarl,Paarl,Pakistan,Netherlands,253 for 9,156,Pakistan,97,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,24-Feb-03,Nairobi (Gym),Nairobi,Kenya,Sri Lanka,210 for 9,157,Kenya,53,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,26-Feb-03,Durban,Durban,India,England,250 for 9,168,India,82,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,19-Feb-03,Harare,Harare,India,Zimbabwe,255 for 7,172,India,83,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day Night,15-Mar-03,Durban,Durban,Kenya,Australia,174 for 8,178 for 5,Australia,5,Wickets,With 112 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Semi-final,Day Night,20-Mar-03,Durban,Durban,India,Kenya,270 for 4,179,India,91,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,15-Mar-03,East London,Kolkata,Sri Lanka,Zimbabwe,256 for 5,182,Sri Lanka,74,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,01-Mar-03,Johannesburg,Johannesburg,Kenya,Bangladesh,217 for 7,185,Kenya,32,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,03-Mar-03,Benoni,Benoni,Canada,New Zealand,196,197 for 5,New Zealand,5,Wickets,With 162 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,15-Feb-03,Cape Town,Kolkata,Canada,Kenya,197,198 for 6,Kenya,4,Wickets,With 9 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,26-Feb-03,Kimberley,Kimberley,Bangladesh,New Zealand,198 for 7,199 for 3,New Zealand,7,Wickets,With 99 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,28-Feb-03,Bulawayo,Bulawayo,Zimbabwe,Netherlands,301 for 8,202 for 9,Zimbabwe,99,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,23-Feb-03,Centurion,Centurion,Canada,West Indies,202,206 for 3,West Indies,7,Wickets,With 177 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,02-Mar-03,Gqeberha,Gqeberha,England,Australia,204 for 8,208 for 8,Australia,2,Wickets,With 2 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,19-Feb-03,Gqeberha,Gqeberha,England,Namibia,272,217 for 9,England,55,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,13-Feb-03,Gqeberha,Gqeberha,New Zealand,West Indies,241 for 7,221,New Zealand,20,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,28-Feb-03,Cape Town,Kolkata,Sri Lanka,West Indies,228 for 6,222 for 9,Sri Lanka,6,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,07-Mar-03,Centurion,Centurion,Australia,Sri Lanka,319 for 5,223,Australia,96,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,10-Feb-03,Bloemfontein,Bloemfontein,Sri Lanka,New Zealand,272 for 7,225,Sri Lanka,47,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day Night,07-Mar-03,Cape Town,Kolkata,Kenya,India,225 for 6,226 for 4,India,6,Wickets,With 13 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,11-Feb-03,Johannesburg,Johannesburg,Australia,Pakistan,310 for 8,228,Australia,82,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,16-Feb-03,Johannesburg,Johannesburg,South Africa,New Zealand,306 for 6,229 for 1,New Zealand,9,Wickets,D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,03-Mar-03,Durban,Durban,Sri Lanka,South Africa,268 for 9,229 for 6,Match tied (D/L method),,Match tied (D/L method),D/L method,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Final,Day,23-Mar-03,Johannesburg,Johannesburg,Australia,India,359 for 2,234,Australia,125,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,24-Feb-03,Bulawayo,Bulawayo,Zimbabwe,Australia,246 for 9,248 for 3,Australia,7,Wickets,With 15 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,03-Mar-03,Bloemfontein,Bloemfontein,Netherlands,Namibia,314 for 4,250,Netherlands,64,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,Super Six Qualifiers,Day,08-Mar-03,Bloemfontein,Bloemfontein,Zimbabwe,New Zealand,252 for 7,253 for 4,New Zealand,6,Wickets,With 16 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day Night,09-Feb-03,Cape Town,Kolkata,West Indies,South Africa,278 for 5,275 for 9,West Indies,3,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,01-Mar-03,Centurion,Centurion,Pakistan,India,273 for 7,276 for 4,India,6,Wickets,With 26 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,18-Feb-03,Benoni,Benoni,West Indies,Bangladesh,244 for 9,32 for 2,No result,,No result,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,19-Feb-03,Paarl,Paarl,Canada,Sri Lanka,36,37 for 1,Sri Lanka,9,Wickets,With 272 balls remaining,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,27-Feb-03,Potchefstroom,Potchefstroom,Australia,Namibia,301 for 6,45,Australia,256,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,16-Feb-03,Kimberley,Kimberley,Pakistan,Namibia,255 for 9,84,Pakistan,171,Runs,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,21-Feb-03,Nairobi (Gym),Nairobi,Kenya,New Zealand,,,Kenya,,Walkover win without a ball bowled,Walkover win Without a ball bowled,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,04-Mar-03,Bulawayo,Bulawayo,Pakistan,Zimbabwe,73 for 3,,No result,,No result,,Australia
2002/03,Kenya/South Africa/Zimbabwe,ICC Cricket World Cup,League,Day,13-Feb-03,Harare,Harare,Zimbabwe,England,,,Zimbabwe,,Walkover win without a ball bowled,Walkover win Without a ball bowled,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,22-May-99,The Oval,Kolkata,South Africa,England,225 for 7,103,South Africa,122,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,19-May-99,Northampton,Northampton,South Africa,Sri Lanka,199 for 9,110,South Africa,89,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,30-May-99,Manchester,Manchester,West Indies,Australia,110,111 for 4,Australia,6,Wickets,With 56 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,17-May-99,Chelmsford,Chelmsford,Bangladesh,New Zealand,116,117 for 4,New Zealand,6,Wickets,With 102 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,11-Jun-99,The Oval,Kolkata,Pakistan,Zimbabwe,271 for 9,123,Pakistan,148,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,31-May-99,Edinburgh,Edinburgh,Scotland,New Zealand,121,123 for 4,New Zealand,6,Wickets,With 193 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Final,Day,20-Jun-99,Lord's,Kolkata,Pakistan,Australia,132,133 for 2,Australia,8,Wickets,With 179 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,26-May-99,Amstelveen,Amstelveen,Kenya,South Africa,152,153 for 3,South Africa,7,Wickets,With 54 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,24-May-99,Southampton,Southampton,New Zealand,West Indies,156,158 for 3,West Indies,7,Wickets,With 34 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,31-May-99,Northampton,Northampton,Bangladesh,Pakistan,223 for 9,161,Bangladesh,62,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,24-May-99,Edinburgh,Edinburgh,Bangladesh,Scotland,185 for 9,163,Bangladesh,22,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,20-May-99,Chester-le-Street,Chester-le-Street,Pakistan,Scotland,261 for 6,167,Pakistan,94,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,25-May-99,Nottingham,Nottingham,Zimbabwe,England,167 for 8,168 for 3,England,7,Wickets,With 69 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,"May 29 - 30, 1999",Birmingham,Birmingham,India,England,232 for 8,169,India,63,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,08-Jun-99,Manchester,Manchester,India,Pakistan,227 for 6,180,India,47,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,27-May-99,Chester-le-Street,Chester-le-Street,Bangladesh,Australia,178 for 7,181 for 3,Australia,7,Wickets,With 181 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,16-May-99,Worcester,Worcester,Scotland,Australia,181 for 7,182 for 4,Australia,6,Wickets,With 31 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,21-May-99,Dublin,Dublin,Bangladesh,West Indies,182,183 for 3,West Indies,7,Wickets,With 21 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,29-May-99,Chelmsford,Chelmsford,Zimbabwe,South Africa,233 for 6,185,Zimbabwe,48,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,22-May-99,Worcester,Worcester,Zimbabwe,Sri Lanka,197 for 9,198 for 6,Sri Lanka,4,Wickets,With 24 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,16-May-99,Bristol,Bristol,Pakistan,West Indies,229 for 8,202,Pakistan,27,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,18-May-99,Canterbury,Canterbury,Kenya,England,203,204 for 1,England,9,Wickets,With 66 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,04-Jun-99,The Oval,Kolkata,Australia,India,282 for 6,205,Australia,77,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,14-May-99,Lord's,Kolkata,Sri Lanka,England,204,207 for 2,England,8,Wickets,With 19 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,28-May-99,Derby,Derby,Pakistan,New Zealand,269 for 8,207 for 8,Pakistan,62,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Semi-final,Day,17-Jun-99,Birmingham,Birmingham,Australia,South Africa,213,213,Match tied,,Match tied,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,10-Jun-99,Birmingham,Birmingham,South Africa,New Zealand,287 for 5,213 for 8,South Africa,74,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,20-May-99,Cardiff,Cardiff,Australia,New Zealand,213 for 8,214 for 5,New Zealand,5,Wickets,With 28 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,26-May-99,Taunton,Taunton,India,Sri Lanka,373 for 6,216,India,157,Runs,,Australia
