fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2014-15,Sao Tome And Principe,Trade Balance,864.33,1.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saudi Arabia,Export,6802967.35,11160.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saudi Arabia,Import,17122086.43,28107.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saudi Arabia,Trade Balance,-10319119.08,-16947.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Senegal,Export,317315.77,518.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Senegal,Import,126985.93,208.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Senegal,Trade Balance,190329.84,310.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Serbia,Export,25865.29,42.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Serbia,Import,14490.91,23.68,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Serbia,Trade Balance,11374.38,18.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Seychelles,Export,19870.85,32.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Seychelles,Import,714.53,1.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Seychelles,Trade Balance,19156.32,31.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sierra Leone,Export,49267.74,80.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sierra Leone,Import,14447.85,23.56,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sierra Leone,Trade Balance,34819.89,56.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Singapore,Export,5985396.78,9808.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Singapore,Import,4355229.7,7123.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Singapore,Trade Balance,1630167.08,2684.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovakia,Export,83687.51,136.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovakia,Import,84553.8,136.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovakia,Trade Balance,-866.29,-0.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovenia,Export,150260.55,245.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovenia,Import,63948.6,104.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Slovenia,Trade Balance,86311.95,141.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Solomon Islands,Export,3222.72,5.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Solomon Islands,Import,8397.76,13.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Solomon Islands,Trade Balance,-5175.04,-8.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Somalia,Export,215736.07,352.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Somalia,Import,23088.91,38.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Somalia,Trade Balance,192647.16,314.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Africa,Export,3236325.45,5300.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Africa,Import,3974128.54,6496.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Africa,Trade Balance,-737803.09,-1195.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Sudan,Export,539456.7,881.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Sudan,Import,383332.33,635.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,South Sudan,Trade Balance,156124.37,246.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Spain,Export,1925067.63,3147.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Spain,Import,1228091.25,2004.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Spain,Trade Balance,696976.38,1142.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sri Lanka,Export,4103799.92,6702.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sri Lanka,Import,464275.77,755.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sri Lanka,Trade Balance,3639524.15,5946.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,St. Vincent And The Grena,Export,465.04,0.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,St. Vincent And The Grena,Import,0.21,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,St. Vincent And The Grena,Trade Balance,464.83,0.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Suriname,Export,10770.82,17.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Suriname,Import,130911.48,210.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Suriname,Trade Balance,-120140.66,-193.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sweden,Export,452646.33,739.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sweden,Import,1070169.3,1747.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sweden,Trade Balance,-617522.97,-1007.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Switzerland,Export,653874.45,1067.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Switzerland,Import,13536732.23,22132.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Switzerland,Trade Balance,-12882857.78,-21064.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Syria,Export,114530.26,187.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Syria,Import,17320.38,28.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Syria,Trade Balance,97209.88,159.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Taiwan,Export,1333672.12,2178.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Taiwan,Import,2461797.7,4027.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Taiwan,Trade Balance,-1128125.58,-1849.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tajikistan,Export,32806.79,53.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tajikistan,Import,2727.76,4.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tajikistan,Trade Balance,30079.03,49.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tanzania,Export,1513270.41,2483.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tanzania,Import,667980.39,1088.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tanzania,Trade Balance,845290.02,1394.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Thailand,Export,2145515.51,3503.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Thailand,Import,3599808.94,5886.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Thailand,Trade Balance,-1454293.43,-2383.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Timor Leste,Export,1992.36,3.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Timor Leste,Import,186.81,0.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Timor Leste,Trade Balance,1805.55,2.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Togo,Export,420423.06,688.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Togo,Import,119754.76,195.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Togo,Trade Balance,300668.3,492.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tokelau Islands,Export,0.17,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tokelau Islands,Import,1.09,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tokelau Islands,Trade Balance,-0.92,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tonga,Export,558.89,0.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tonga,Import,5.5,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tonga,Trade Balance,553.39,0.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Trinidad And Tobago,Export,101113.73,165.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Trinidad And Tobago,Import,42741.38,68.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Trinidad And Tobago,Trade Balance,58372.35,96.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tunisia,Export,152610.58,249.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tunisia,Import,119128.3,196.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tunisia,Trade Balance,33482.28,53.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkey,Export,3276050.96,5357.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkey,Import,893653.71,1463.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkey,Trade Balance,2382397.25,3894.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkmenistan,Export,56322.2,91.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkmenistan,Import,7946.14,13.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turkmenistan,Trade Balance,48376.06,78.88,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turks And Caicos Island,Export,88.32,0.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turks And Caicos Island,Import,6.51,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Turks And Caicos Island,Trade Balance,81.81,0.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tuvalu,Export,19.62,0.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tuvalu,Import,865.9,1.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Tuvalu,Trade Balance,-846.28,-1.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uae,Export,20185267.21,33025.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uae,Import,15962487.31,26139.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uae,Trade Balance,4222779.9,6886.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uganda,Export,338988.14,553.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uganda,Import,22965.91,37.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uganda,Trade Balance,316022.23,515.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Ukraine,Export,212821.12,348.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Ukraine,Import,1366198.95,2238.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Ukraine,Trade Balance,-1153377.83,-1890.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,United Kingdom,Export,5696905.5,9317.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,United Kingdom,Import,3073278.84,5016.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,United Kingdom,Trade Balance,2623626.66,4300.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Unspecified,Export,2529718.89,4161.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Unspecified,Import,4634383.12,7562.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Unspecified,Trade Balance,-2104664.23,-3401.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uruguay,Export,127018.25,207.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uruguay,Import,12439.46,20.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uruguay,Trade Balance,114578.79,187.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Usa,Export,25942749.61,42446.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Usa,Import,13342058.37,21812.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Usa,Trade Balance,12600691.24,20633.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uzbekistan,Export,104192.37,170.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uzbekistan,Import,34472.75,55.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Uzbekistan,Trade Balance,69719.62,114.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vanuatu,Export,1137.07,1.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vanuatu,Import,6.9,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vanuatu,Trade Balance,1130.17,1.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vatican City,Export,73.74,0.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vatican City,Import,103.65,0.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Vatican City,Trade Balance,-29.91,-0.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
